Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:24:33.560000,TSU,22,0 days 00:01:11.876000,17.0,3.0,NaT,NaT,0 days 00:00:17.936000,0 days 00:00:31.971000,0 days 00:00:21.969000,0 days 01:23:39.660000,0 days 01:24:11.631000,0 days 01:24:33.600000,292.0,221.0,267.0,289.0,False,HARD,16.0,False,AlphaTauri,0 days 01:23:21.684000,NaT,1,8.0,,,False,True
0 days 01:25:45.991000,TSU,22,0 days 00:01:12.431000,18.0,3.0,NaT,NaT,0 days 00:00:17.956000,0 days 00:00:32.353000,0 days 00:00:22.122000,0 days 01:24:51.556000,0 days 01:25:23.909000,0 days 01:25:46.031000,291.0,218.0,268.0,288.0,False,HARD,17.0,False,AlphaTauri,0 days 01:24:33.560000,NaT,1,9.0,,,False,True
0 days 01:26:57.910000,TSU,22,0 days 00:01:11.919000,19.0,3.0,NaT,NaT,0 days 00:00:17.917000,0 days 00:00:31.945000,0 days 00:00:22.057000,0 days 01:26:03.948000,0 days 01:26:35.893000,0 days 01:26:57.950000,293.0,221.0,269.0,290.0,False,HARD,18.0,False,AlphaTauri,0 days 01:25:45.991000,NaT,1,9.0,,,False,True
0 days 01:28:10.907000,TSU,22,0 days 00:01:12.997000,20.0,3.0,NaT,NaT,0 days 00:00:17.942000,0 days 00:00:32.907000,0 days 00:00:22.148000,0 days 01:27:15.892000,0 days 01:27:48.799000,0 days 01:28:10.947000,291.0,218.0,269.0,308.0,False,HARD,19.0,False,AlphaTauri,0 days 01:26:57.910000,NaT,1,10.0,,,False,True
0 days 01:29:24.424000,TSU,22,0 days 00:01:13.517000,21.0,3.0,NaT,NaT,0 days 00:00:17.944000,0 days 00:00:33.212000,0 days 00:00:22.361000,0 days 01:28:28.891000,0 days 01:29:02.103000,0 days 01:29:24.464000,298.0,219.0,269.0,301.0,False,HARD,20.0,False,AlphaTauri,0 days 01:28:10.907000,NaT,1,12.0,,,False,True
0 days 01:30:37.314000,TSU,22,0 days 00:01:12.890000,22.0,3.0,NaT,NaT,0 days 00:00:17.839000,0 days 00:00:32.622000,0 days 00:00:22.429000,0 days 01:29:42.303000,0 days 01:30:14.925000,0 days 01:30:37.354000,301.0,208.0,275.0,307.0,False,HARD,21.0,False,AlphaTauri,0 days 01:29:24.424000,NaT,1,13.0,,,False,True
0 days 01:31:53.059000,TSU,22,0 days 00:01:15.745000,23.0,3.0,NaT,0 days 01:31:49.734000,0 days 00:00:17.602000,0 days 00:00:32.148000,0 days 00:00:25.995000,0 days 01:30:54.956000,0 days 01:31:27.104000,0 days 01:31:53.099000,309.0,217.0,,310.0,False,HARD,22.0,False,AlphaTauri,0 days 01:30:37.314000,NaT,1,15.0,,,False,False
0 days 01:33:27.158000,TSU,22,0 days 00:01:34.099000,24.0,4.0,0 days 01:32:17.046000,NaT,0 days 00:00:40.940000,0 days 00:00:31.717000,0 days 00:00:21.442000,0 days 01:32:34.039000,0 days 01:33:05.756000,0 days 01:33:27.198000,292.0,225.0,269.0,291.0,False,HARD,1.0,True,AlphaTauri,0 days 01:31:53.059000,NaT,1,17.0,,,False,False
0 days 01:34:37.238000,TSU,22,0 days 00:01:10.080000,25.0,4.0,NaT,NaT,0 days 00:00:17.628000,0 days 00:00:31.119000,0 days 00:00:21.333000,0 days 01:33:44.826000,0 days 01:34:15.945000,0 days 01:34:37.278000,289.0,225.0,270.0,288.0,True,HARD,2.0,True,AlphaTauri,0 days 01:33:27.158000,NaT,1,17.0,,,False,True
0 days 01:35:47.616000,TSU,22,0 days 00:01:10.378000,26.0,4.0,NaT,NaT,0 days 00:00:17.699000,0 days 00:00:31.189000,0 days 00:00:21.490000,0 days 01:34:54.977000,0 days 01:35:26.166000,0 days 01:35:47.656000,291.0,225.0,268.0,288.0,False,HARD,3.0,True,AlphaTauri,0 days 01:34:37.238000,NaT,1,17.0,,,False,True
