Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:04:34.218000,VER,1,0 days 00:01:49.827000,1.0,1.0,NaT,NaT,NaT,0 days 00:00:45.712000,0 days 00:00:28.852000,NaT,0 days 01:04:05.475000,0 days 01:04:34.350000,294.0,261.0,238.0,224.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:02:44.148000,NaT,12,10.0,,,False,False
0 days 01:06:15.814000,VER,1,0 days 00:01:41.596000,2.0,1.0,NaT,NaT,0 days 00:00:29.484000,0 days 00:00:43.638000,0 days 00:00:28.474000,0 days 01:05:03.737000,0 days 01:05:47.375000,0 days 01:06:15.849000,288.0,258.0,244.0,283.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:04:34.218000,NaT,12,9.0,,,False,True
0 days 01:07:57.324000,VER,1,0 days 00:01:41.510000,3.0,1.0,NaT,NaT,0 days 00:00:29.192000,0 days 00:00:43.226000,0 days 00:00:29.092000,0 days 01:06:45.041000,0 days 01:07:28.267000,0 days 01:07:57.359000,290.0,272.0,244.0,281.0,True,HARD,3.0,True,Red Bull Racing,0 days 01:06:15.814000,NaT,1,9.0,,,False,True
0 days 01:09:38.467000,VER,1,0 days 00:01:41.143000,4.0,1.0,NaT,NaT,0 days 00:00:29.199000,0 days 00:00:43.338000,0 days 00:00:28.606000,0 days 01:08:26.558000,0 days 01:09:09.896000,0 days 01:09:38.502000,300.0,261.0,245.0,291.0,True,HARD,4.0,True,Red Bull Racing,0 days 01:07:57.324000,NaT,1,9.0,,,False,True
0 days 01:11:19.775000,VER,1,0 days 00:01:41.308000,5.0,1.0,NaT,NaT,0 days 00:00:29.224000,0 days 00:00:43.414000,0 days 00:00:28.670000,0 days 01:10:07.726000,0 days 01:10:51.140000,0 days 01:11:19.810000,300.0,254.0,244.0,295.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:09:38.467000,NaT,1,9.0,,,False,True
0 days 01:13:01.088000,VER,1,0 days 00:01:41.313000,6.0,1.0,NaT,NaT,0 days 00:00:29.280000,0 days 00:00:43.618000,0 days 00:00:28.415000,0 days 01:11:49.090000,0 days 01:12:32.708000,0 days 01:13:01.123000,313.0,269.0,242.0,295.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:11:19.775000,NaT,1,8.0,,,False,True
0 days 01:14:41.511000,VER,1,0 days 00:01:40.423000,7.0,1.0,NaT,NaT,0 days 00:00:29.547000,0 days 00:00:42.619000,0 days 00:00:28.257000,0 days 01:13:30.670000,0 days 01:14:13.289000,0 days 01:14:41.546000,286.0,253.0,242.0,276.0,True,HARD,7.0,True,Red Bull Racing,0 days 01:13:01.088000,NaT,1,8.0,,,False,True
0 days 01:16:21.688000,VER,1,0 days 00:01:40.177000,8.0,1.0,NaT,NaT,0 days 00:00:29.375000,0 days 00:00:42.775000,0 days 00:00:28.027000,0 days 01:15:10.921000,0 days 01:15:53.696000,0 days 01:16:21.723000,288.0,258.0,241.0,284.0,True,HARD,8.0,True,Red Bull Racing,0 days 01:14:41.511000,NaT,1,8.0,,,False,True
0 days 01:18:01.952000,VER,1,0 days 00:01:40.264000,9.0,1.0,NaT,NaT,0 days 00:00:29.366000,0 days 00:00:42.774000,0 days 00:00:28.124000,0 days 01:16:51.089000,0 days 01:17:33.863000,0 days 01:18:01.987000,291.0,257.0,242.0,286.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:16:21.688000,NaT,1,8.0,,,False,True
0 days 01:19:42.360000,VER,1,0 days 00:01:40.408000,10.0,1.0,NaT,NaT,0 days 00:00:29.385000,0 days 00:00:42.904000,0 days 00:00:28.119000,0 days 01:18:31.372000,0 days 01:19:14.276000,0 days 01:19:42.395000,290.0,259.0,246.0,284.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:18:01.952000,NaT,1,8.0,,,False,True
0 days 01:21:22.783000,VER,1,0 days 00:01:40.423000,11.0,1.0,NaT,NaT,0 days 00:00:29.174000,0 days 00:00:43.092000,0 days 00:00:28.157000,0 days 01:20:11.569000,0 days 01:20:54.661000,0 days 01:21:22.818000,294.0,265.0,243.0,293.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:19:42.360000,NaT,1,8.0,,,False,True
0 days 01:23:03.385000,VER,1,0 days 00:01:40.602000,12.0,1.0,NaT,NaT,0 days 00:00:29.376000,0 days 00:00:43.056000,0 days 00:00:28.170000,0 days 01:21:52.194000,0 days 01:22:35.250000,0 days 01:23:03.420000,283.0,257.0,243.0,282.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:21:22.783000,NaT,1,8.0,,,False,True
0 days 01:24:44.078000,VER,1,0 days 00:01:40.693000,13.0,1.0,NaT,NaT,0 days 00:00:29.363000,0 days 00:00:43.118000,0 days 00:00:28.212000,0 days 01:23:32.783000,0 days 01:24:15.901000,0 days 01:24:44.113000,288.0,260.0,244.0,283.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:23:03.385000,NaT,1,8.0,,,False,True
0 days 01:26:24.711000,VER,1,0 days 00:01:40.633000,14.0,1.0,NaT,NaT,0 days 00:00:29.398000,0 days 00:00:43.147000,0 days 00:00:28.088000,0 days 01:25:13.511000,0 days 01:25:56.658000,0 days 01:26:24.746000,290.0,261.0,244.0,282.0,False,HARD,14.0,True,Red Bull Racing,0 days 01:24:44.078000,NaT,1,8.0,,,False,True
