Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:05:04.843000,HUL,27,0 days 00:01:26.902000,2.0,1.0,NaT,NaT,0 days 00:00:30.972000,0 days 00:00:31.721000,0 days 00:00:24.209000,0 days 01:04:08.913000,0 days 01:04:40.634000,0 days 01:05:04.843000,273.0,230.0,247.0,292.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 01:03:37.941000,NaT,1,9.0,,,False,True
0 days 01:06:31.152000,HUL,27,0 days 00:01:26.309000,3.0,1.0,NaT,NaT,0 days 00:00:30.654000,0 days 00:00:31.543000,0 days 00:00:24.112000,0 days 01:05:35.497000,0 days 01:06:07.040000,0 days 01:06:31.152000,273.0,233.0,250.0,293.0,True,MEDIUM,6.0,False,Haas F1 Team,0 days 01:05:04.843000,NaT,1,9.0,,,False,True
0 days 01:07:57.041000,HUL,27,0 days 00:01:25.889000,4.0,1.0,NaT,NaT,0 days 00:00:30.293000,0 days 00:00:31.513000,0 days 00:00:24.083000,0 days 01:07:01.445000,0 days 01:07:32.958000,0 days 01:07:57.041000,273.0,230.0,251.0,309.0,True,MEDIUM,7.0,False,Haas F1 Team,0 days 01:06:31.152000,NaT,1,9.0,,,False,True
0 days 01:09:22.863000,HUL,27,0 days 00:01:25.822000,5.0,1.0,NaT,NaT,0 days 00:00:30.393000,0 days 00:00:31.374000,0 days 00:00:24.055000,0 days 01:08:27.434000,0 days 01:08:58.808000,0 days 01:09:22.863000,278.0,230.0,250.0,305.0,True,MEDIUM,8.0,False,Haas F1 Team,0 days 01:07:57.041000,NaT,1,9.0,,,False,True
0 days 01:10:48.571000,HUL,27,0 days 00:01:25.708000,6.0,1.0,NaT,NaT,0 days 00:00:30.238000,0 days 00:00:31.314000,0 days 00:00:24.156000,0 days 01:09:53.101000,0 days 01:10:24.415000,0 days 01:10:48.571000,277.0,227.0,250.0,305.0,True,MEDIUM,9.0,False,Haas F1 Team,0 days 01:09:22.863000,NaT,1,9.0,,,False,True
0 days 01:12:14.183000,HUL,27,0 days 00:01:25.612000,7.0,1.0,NaT,NaT,0 days 00:00:30.350000,0 days 00:00:31.078000,0 days 00:00:24.184000,0 days 01:11:18.921000,0 days 01:11:49.999000,0 days 01:12:14.183000,277.0,233.0,250.0,305.0,True,MEDIUM,10.0,False,Haas F1 Team,0 days 01:10:48.571000,NaT,1,9.0,,,False,True
0 days 01:13:40.475000,HUL,27,0 days 00:01:26.292000,8.0,1.0,NaT,NaT,0 days 00:00:30.553000,0 days 00:00:31.370000,0 days 00:00:24.369000,0 days 01:12:44.736000,0 days 01:13:16.106000,0 days 01:13:40.475000,276.0,232.0,248.0,306.0,False,MEDIUM,11.0,False,Haas F1 Team,0 days 01:12:14.183000,NaT,1,9.0,,,False,True
0 days 01:15:06.854000,HUL,27,0 days 00:01:26.379000,9.0,1.0,NaT,NaT,0 days 00:00:30.700000,0 days 00:00:31.478000,0 days 00:00:24.201000,0 days 01:14:11.175000,0 days 01:14:42.653000,0 days 01:15:06.854000,280.0,235.0,247.0,305.0,False,MEDIUM,12.0,False,Haas F1 Team,0 days 01:13:40.475000,NaT,1,9.0,,,False,True
0 days 01:16:32.822000,HUL,27,0 days 00:01:25.968000,10.0,1.0,NaT,NaT,0 days 00:00:30.477000,0 days 00:00:31.214000,0 days 00:00:24.277000,0 days 01:15:37.331000,0 days 01:16:08.545000,0 days 01:16:32.822000,278.0,234.0,245.0,304.0,False,MEDIUM,13.0,False,Haas F1 Team,0 days 01:15:06.854000,NaT,1,9.0,,,False,True
0 days 01:17:58.941000,HUL,27,0 days 00:01:26.119000,11.0,1.0,NaT,NaT,0 days 00:00:30.825000,0 days 00:00:31.080000,0 days 00:00:24.214000,0 days 01:17:03.647000,0 days 01:17:34.727000,0 days 01:17:58.941000,276.0,229.0,244.0,289.0,False,MEDIUM,14.0,False,Haas F1 Team,0 days 01:16:32.822000,NaT,1,9.0,,,False,True
