Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:06:38.568000,NOR,4,0 days 00:01:54.921000,2.0,1.0,NaT,NaT,0 days 00:00:32.806000,0 days 00:00:51.336000,0 days 00:00:30.779000,0 days 01:05:16.453000,0 days 01:06:07.789000,0 days 01:06:38.568000,299.0,190.0,208.0,302.0,True,MEDIUM,2.0,True,McLaren,0 days 01:04:43.647000,NaT,12,7.0,,,False,True
0 days 01:08:33.285000,NOR,4,0 days 00:01:54.717000,3.0,1.0,NaT,NaT,0 days 00:00:32.886000,0 days 00:00:51.087000,0 days 00:00:30.744000,0 days 01:07:11.454000,0 days 01:08:02.541000,0 days 01:08:33.285000,307.0,183.0,211.0,298.0,True,MEDIUM,3.0,True,McLaren,0 days 01:06:38.568000,NaT,21,8.0,,,False,True
0 days 01:10:29.946000,NOR,4,0 days 00:01:56.661000,4.0,1.0,NaT,NaT,0 days 00:00:32.619000,0 days 00:00:52.636000,0 days 00:00:31.406000,0 days 01:09:05.904000,0 days 01:09:58.540000,0 days 01:10:29.946000,321.0,182.0,206.0,303.0,False,MEDIUM,4.0,True,McLaren,0 days 01:08:33.285000,NaT,1,10.0,,,False,True
0 days 01:12:30.376000,NOR,4,0 days 00:02:00.430000,5.0,1.0,NaT,0 days 01:12:26.655000,0 days 00:00:32.692000,0 days 00:00:52.467000,0 days 00:00:35.271000,0 days 01:11:02.638000,0 days 01:11:55.105000,0 days 01:12:30.376000,330.0,179.0,,306.0,False,MEDIUM,5.0,True,McLaren,0 days 01:10:29.946000,NaT,1,17.0,,,False,False
0 days 01:14:39.485000,NOR,4,0 days 00:02:09.109000,6.0,2.0,0 days 01:12:51.639000,NaT,0 days 00:00:49.442000,0 days 00:00:49.098000,0 days 00:00:30.569000,0 days 01:13:19.818000,0 days 01:14:08.916000,0 days 01:14:39.485000,293.0,194.0,200.0,294.0,False,HARD,1.0,True,McLaren,0 days 01:12:30.376000,NaT,1,17.0,,,False,False
0 days 01:16:32.557000,NOR,4,0 days 00:01:53.072000,7.0,2.0,NaT,NaT,0 days 00:00:32.894000,0 days 00:00:49.903000,0 days 00:00:30.275000,0 days 01:15:12.379000,0 days 01:16:02.282000,0 days 01:16:32.557000,311.0,191.0,210.0,299.0,True,HARD,2.0,True,McLaren,0 days 01:14:39.485000,NaT,1,16.0,,,False,True
0 days 01:18:26.369000,NOR,4,0 days 00:01:53.812000,8.0,2.0,NaT,NaT,0 days 00:00:32.431000,0 days 00:00:50.888000,0 days 00:00:30.493000,0 days 01:17:04.988000,0 days 01:17:55.876000,0 days 01:18:26.369000,295.0,184.0,210.0,304.0,False,HARD,3.0,True,McLaren,0 days 01:16:32.557000,NaT,1,15.0,,,False,True
0 days 01:20:19.578000,NOR,4,0 days 00:01:53.209000,9.0,2.0,NaT,NaT,0 days 00:00:32.468000,0 days 00:00:50.205000,0 days 00:00:30.536000,0 days 01:18:58.837000,0 days 01:19:49.042000,0 days 01:20:19.578000,318.0,185.0,208.0,303.0,False,HARD,4.0,True,McLaren,0 days 01:18:26.369000,NaT,1,14.0,,,False,True
0 days 01:22:14.177000,NOR,4,0 days 00:01:54.599000,10.0,2.0,NaT,NaT,0 days 00:00:32.773000,0 days 00:00:51.421000,0 days 00:00:30.405000,0 days 01:20:52.351000,0 days 01:21:43.772000,0 days 01:22:14.177000,306.0,186.0,209.0,305.0,False,HARD,5.0,True,McLaren,0 days 01:20:19.578000,NaT,1,15.0,,,False,True
0 days 01:24:07.466000,NOR,4,0 days 00:01:53.289000,11.0,2.0,NaT,NaT,0 days 00:00:32.448000,0 days 00:00:50.356000,0 days 00:00:30.485000,0 days 01:22:46.625000,0 days 01:23:36.981000,0 days 01:24:07.466000,329.0,185.0,210.0,304.0,False,HARD,6.0,True,McLaren,0 days 01:22:14.177000,NaT,1,15.0,,,False,True
